position,title,price,date,link,location
157,МР 121 Лис,30 000 руб.,"13 Октября, в 22:31",https://gunsbroker.ru/hunting/901587_mr-121-lis.html,"Вологодская область, Череповец"
158,Лис-121 Лис,28 000 руб.,"13 Октября, в 21:41",https://gunsbroker.ru/hunting/873904_lis-121-lis.html,"Калужская область, Козельск"
159,Steyr Mannlicher Scout .308 win.,295 000 руб.,"13 Октября, в 21:36",https://gunsbroker.ru/hunting/877157_steyr-mannlicher-scout-308-win.html,"Ставропольский край, Пятигорск"
160,Сако А7,450 000 руб.,"13 Октября, в 21:24",https://gunsbroker.ru/hunting/849860_sako-a7.html,"Кабардино-Балкарская Республика, Нальчик"
161,Сабати Сапфир к.308,170 000 руб.,"13 Октября, в 21:12",https://gunsbroker.ru/hunting/901567_sabati-sapfir-k308.html,"Ростовская область, Зерноград"
162,ATA ARMS ALR,175 000 руб.,"13 Октября, в 20:40",https://gunsbroker.ru/hunting/765863_ata.html,"Кабардино-Балкарская Республика, КАШХАТАУ"
163,Набор для чистки . Калибр 308,25 000 руб.,"13 Октября, в 20:37",https://gunsbroker.ru/hunting/435040_nabor-dlya-chistki--kalibr-308.html,"Ростовская область, Ростов"
164,"Бумсланг 308 к,308 в наличии 1 ед. ЛЮБЕРЕЦКИЙ АРСЕНАЛ",150 000 руб.,"13 Октября, в 20:16",https://gunsbroker.ru/hunting/887279_bumslang-308-k308-v-nalichii-1-ed-lyubereckiy-arsenal.html,Москва
165,"Сайга 308 -1 исп.46 ЛУЧШАЯ ЦЕНА. ЛЮБЕРЕЦКИЙ АРСЕНАЛ,",69 900 руб.,"13 Октября, в 20:13",https://gunsbroker.ru/hunting/841753_novinka-tg2s-isp-01-kal-366-tkm-pls-bez-staja.html,Москва
166,Savage 110 308 HUNTER 559,213 000 руб.,"13 Октября, в 20:12",https://gunsbroker.ru/hunting/817133_savage-110-308-hunter-559.html,Москва
167,Вепрь -308,40 000 руб.,"13 Октября, в 19:13",https://gunsbroker.ru/hunting/892343_vepr--308.html,"Владимирская область, Юрьев-Польский"
168,"Blender R8, калибр win 308",700 000 руб.,"13 Октября, в 17:28",https://gunsbroker.ru/hunting/901487_blender-r8-kalibr-win-308.html,"Удмуртская Республика, Глазов"
169,BCM ignis,160 000 руб.,"13 Октября, в 16:25",https://gunsbroker.ru/hunting/886180_bcm-ignis.html,"Тамбовская область, Тамбов"
170,Мр18 7.62х51 308win,27 000 руб.,"13 Октября, в 16:16",https://gunsbroker.ru/hunting/896204_mr18-762h51-308win.html,"Кемеровская область, Кемерово"
171,CZ 557 ECLIPSE 308Win,130 000 руб.,"13 Октября, в 15:59",https://gunsbroker.ru/hunting/901452_cz-557-eclipse-308win.html,"Владимирская область, Владимир"
172,ВПО 127,85 000 руб.,"13 Октября, в 15:47",https://gunsbroker.ru/hunting/901445_vpo-127.html,"Республика Северная Осетия - Алания, Владикавказ"
173,Zastava M2010,55 000 руб.,"13 Октября, в 14:46",https://gunsbroker.ru/hunting/891678_zastava-m2010.html,"Воронежская область, Воронеж"
174,"ВЕПРЬ-308, к. 308win",49 000 руб.,"13 Октября, в 13:45",https://gunsbroker.ru/hunting/901400_vepr-308-k-308win.html,"Москва, Раменское"
175,SABATTI SAPHIRE,135 000 руб.,"13 Октября, в 13:17",https://gunsbroker.ru/hunting/901386_sabatti-saphire.html,"Приморский край, Черниговка"
176,Орсис 120,120 000 руб.,"13 Октября, в 12:55",https://gunsbroker.ru/hunting/901373_orsis-120.html,Москва
177,BCM 308,335 000 руб.,"13 Октября, в 10:39",https://gunsbroker.ru/hunting/889849_bcm-308.html,"Воронежская область, Воронеж"
178,Blaser R8 затвор Blaser R93,84 000 руб.,"13 Октября, в 09:34",https://gunsbroker.ru/hunting/570798_blaser-r8-custom-308win300wsm.html,Москва
179,Orsis 120,135 000 руб.,"13 Октября, в 07:09",https://gunsbroker.ru/hunting/901264_orsis-120.html,"Красноярский край, Красноярск"
180,BCM Ignis,180 000 руб.,"13 Октября, в 06:25",https://gunsbroker.ru/hunting/896599_bcm-ignis.html,"Оренбургская область, Оренбург"
181,Вепрь 308,50 000 руб.,"13 Октября, в 04:17",https://gunsbroker.ru/hunting/901256_vepr-308.html,"Кемеровская область, г Осинники"
182,Heckler&Koch LuxDefTech HSG-1,400 000 руб.,"13 Октября, в 02:39",https://gunsbroker.ru/hunting/734430_hecklerkoch-luxdeftech-hsg-1.html,"Приморский край, Дальнегорск"
183,Steyr Mannlicher SSG04 A1 Sport,650 000 руб.,"13 Октября, в 02:39",https://gunsbroker.ru/hunting/739047_steer-mannlicher-ssg04-a1-sport.html,"Приморский край, Дальнегорск"
184,Cz 550 lux  Sebirean edition,200 000 руб.,"13 Октября, в 02:11",https://gunsbroker.ru/hunting/730959_cz-550-lux-sebirean-edition.html,"Ставропольский край, Кисловодск"
185,Sommer & Ockenfuß,Договорная,"13 Октября, в 00:36",https://gunsbroker.ru/hunting/896416_sommer--ockenfu.html,Москва
186,Steyr Mannlicher .308win,310 000 руб.,"12 Октября, в 23:14",https://gunsbroker.ru/hunting/767239_steyr-mannlicher-308win.html,Москва
187,Remington 700 SPS WOOD TECH,250 000 руб.,"12 Октября, в 20:28",https://gunsbroker.ru/hunting/901191_remington-700-sps-wood-tech.html,"Липецкая область, Липецк"
188,Steyr Mannlicher Кл.308,380 000 руб.,"12 Октября, в 18:22",https://gunsbroker.ru/hunting/893627_steyr-mannlicher-kl308.html,"Иркутская область, Иркутск"
189,Продам SAKO 85 S BLACK BEAR 308 WIN,410 000 руб.,"12 Октября, в 18:17",https://gunsbroker.ru/hunting/808210_prodam-sako-85-s-blak-bear-308-win.html,"Тюменская область, Ишим"
190,"Карабин Лось к. 308 ,новый - в комплекте чехол,оптический прицел ВОМЗ, ДТКП MG Ultra",170 000 руб.,"12 Октября, в 18:01",https://gunsbroker.ru/hunting/824268_karabin-los-k-308-novyy---v-komplekte-cheholopticheskiy-pricel-vomz-dtkp-mg-ultra.html,"Свердловская область, Екатеринбург"
191,"Ружьё МР-94 ""Экспресс""",47 373 руб.,"12 Октября, в 18:00",https://gunsbroker.ru/hunting/754755_ruje-mr-94-ekspress.html,"Свердловская область, Екатеринбург"
192,Remington 700 SPS Tactical,250 000 руб.,"12 Октября, в 17:58",https://gunsbroker.ru/hunting/901154_remington-700-sps-tactical.html,"Кировская  область, Слободской"
193,Сайга-308-1 исп.61,155 000 руб.,"12 Октября, в 17:54",https://gunsbroker.ru/hunting/901151_sayga-308-1-isp61.html,"Белгородская область, Белгород"
194,Лось 145 Тактика 336 мм,200 000 руб.,"12 Октября, в 17:13",https://gunsbroker.ru/hunting/891283_los-taktika-336-mm.html,"Республика Коми, Ухта"
195,Вепрь 1В ВПО 127,70 000 руб.,"12 Октября, в 16:45",https://gunsbroker.ru/hunting/901124_vepr-1v-vpo-127.html,"Пермский край, Пермь"
196,Sako A7 308 rougtech range green,460 000 руб.,"12 Октября, в 15:59",https://gunsbroker.ru/hunting/901115_sako-a7-308-rougtech-range-green.html,"Калининградская область, Калининград"
197,Zastava m70,150 000 руб.,"12 Октября, в 15:46",https://gunsbroker.ru/hunting/887982_zastava-m70.html,"Воронежская область, Воронеж"
198,"Лось-145 ""Тактика""",180 000 руб.,"12 Октября, в 15:18",https://gunsbroker.ru/hunting/901096_los-145-taktika.html,"Пермский край, Пермь"
199,АД-500,110 000 руб.,"12 Октября, в 14:55",https://gunsbroker.ru/hunting/804440_ad-500.html,"Приморский край, г. Арсеньев"
200,Browning Bar,220 000 руб.,"12 Октября, в 14:02",https://gunsbroker.ru/hunting/896277_browning-bar.html,"Орловская область, Мценск"
201,Карабин Монза 308,80 000 руб.,"12 Октября, в 13:56",https://gunsbroker.ru/hunting/901066_karabin-monza-308.html,"Владимирская область, Вязники"
202,Лис 121,55 000 руб.,"12 Октября, в 13:15",https://gunsbroker.ru/hunting/686458_lis-121.html,"Забайкальский край, Чита"
203,Orsis T5000 308 + NF,900 000 руб.,"12 Октября, в 12:28",https://gunsbroker.ru/hunting/834505_orsis-t5000-308--nf.html,"Самарская область, Самара"
204,"Keel Tec RFB 308  хром, новый",470 000 руб.,"12 Октября, в 11:42",https://gunsbroker.ru/hunting/552526_kel-tec-rfb.html,"Магаданская область, Магадан"
205,Merkel RX Helix,450 000 руб.,"12 Октября, в 11:21",https://gunsbroker.ru/hunting/876456_merkel-rx-helix.html,"Московская область, Москва"
206,Mauser M12 Extreme,550 000 руб.,"12 Октября, в 10:39",https://gunsbroker.ru/hunting/901020_mauser-m12-extreme.html,"Республика Тыва, Кызыл"
207,"Сайга-308-1 исп.21, 7.62*51 308 win.",48 000 руб.,"12 Октября, в 09:49",https://gunsbroker.ru/hunting/677924_sayga-308-1-isp21-308win.html,"Томская область, Томск"
208,Remington 700 Varmint  RRS,350 000 руб.,"12 Октября, в 05:41",https://gunsbroker.ru/hunting/789638_remington-700-varmint-rrs.html,"Хабаровский край, Хабаровск"
209,Heckler & Koch MR 308,700 000 руб.,"12 Октября, в 00:45",https://gunsbroker.ru/hunting/808953_heckler--koch-mr-308.html,Москва
210,Ата армс торкуа,100 000 руб.,"11 Октября, в 20:55",https://gunsbroker.ru/hunting/868361_ata-arms-torkua.html,"Воронежская область, Лиски"
211,МР-121 Лис,50 000 руб.,"11 Октября, в 20:09",https://gunsbroker.ru/hunting/878676_mr-121-lis.html,"Челябинская область, Касли"
212,Вепрь 308,15 000 руб.,"11 Октября, в 19:47",https://gunsbroker.ru/hunting/900896_vepr-308.html,"Республика Коми, Войвож"
213,Продается карабин чезет 550 люкс. Калибр 308,160 000 руб.,"11 Октября, в 19:09",https://gunsbroker.ru/hunting/894609_prodaetsya-karabin-chezet-550-lyuks-kalibr-308.html,"Москва, Зеленоград"
214,BLASER R8,1 200 000 руб.,"11 Октября, в 18:32",https://gunsbroker.ru/hunting/876513_blaser-r8.html,"Краснодарский край, Сочи"
215,ВЕПРЬ 1В. 308Win,62 000 руб.,"11 Октября, в 17:33",https://gunsbroker.ru/hunting/900849_vepr-1v-308win.html,"Ставропольский край, Ставрополь"
216,Сайга 308-1,100 000 руб.,"11 Октября, в 17:01",https://gunsbroker.ru/hunting/867354_sayga-308-1.html,"Приморский край, Владивосток"
217,Сайга-308-1  к.308win,39 900 руб.,"11 Октября, в 15:01",https://gunsbroker.ru/hunting/900805_sayga---1-k308win.html,"Москва, Раменское"
218,Лось - 4,58 000 руб.,"11 Октября, в 14:51",https://gunsbroker.ru/hunting/881150_lls-4.html,"Хабаровский край, Хабаровск"
219,Remington 700,315 000 руб.,"11 Октября, в 14:29",https://gunsbroker.ru/hunting/890638_remington-700.html,Москва
220,Sabatti Saphire Thumbhole .308 Win,90 000 руб.,"11 Октября, в 11:03",https://gunsbroker.ru/hunting/872836_sabatti-saphire-thumbhole-308-win.html,"Пермский край, Пермь"
221,Sako 85s,280 000 руб.,"11 Октября, в 10:23",https://gunsbroker.ru/hunting/699504_sako-85s.html,"Кабардино-Балкарская Республика, Баксан"
222,Сайга 308 win исп 61,75 000 руб.,"11 Октября, в 10:18",https://gunsbroker.ru/hunting/900718_sayga-308-win-isp-61.html,"Смоленская область, Смоленск"
223,1.Тигр-308.2.Лис 308.,90 000 руб.,"11 Октября, в 07:52",https://gunsbroker.ru/hunting/896085_tigr-308-win.html,Москва
224,Вепрь 308 Супер,60 000 руб.,"11 Октября, в 05:52",https://gunsbroker.ru/hunting/625159_vepr-308-super.html,"Владимирская область, Александров"
225,мр-18мн,20 000 руб.,"10 Октября, в 23:28",https://gunsbroker.ru/hunting/900668_mr-18mn.html,"Приморский край, Дальнегорск, Приморский край"
226,ВЕПРЬ-308 СУПЕР,90 000 руб.,"10 Октября, в 22:06",https://gunsbroker.ru/hunting/900651_vepr-308-super.html,"Смоленская область, Смоленск"
227,Сайга 7.62-51,65 000 руб.,"10 Октября, в 21:02",https://gunsbroker.ru/hunting/876148_sayga-762-51-na-baze-svd.html,"Свердловская область, Нижний тагил"
228,Монза 308,110 000 руб.,"10 Октября, в 20:20",https://gunsbroker.ru/hunting/786661_monza-308.html,"Иркутская область, Иркутск"
229,Mannlicher SBS96 308 win,370 000 руб.,"10 Октября, в 17:34",https://gunsbroker.ru/hunting/900580_mannlicher-sbs96-308-win.html,Москва
230,Карабин Remington 700 LTR TWS,450 000 руб.,"10 Октября, в 16:50",https://gunsbroker.ru/hunting/748467_karabin-remington-700-ltr-tws.html,Москва
231,"Sabatti ST-18, 308win",300 000 руб.,"10 Октября, в 16:38",https://gunsbroker.ru/hunting/780183_sabatti-st-18-308win.html,Москва
232,"Продам ВЕПРЬ-308, калибр 7,62х51(.308 win)",80 000 руб.,"10 Октября, в 14:58",https://gunsbroker.ru/hunting/878111_prodam-vepr-308-kalibr-762h51308-win.html,"Красноярский край, Красноярск"
233,Сайга-308-1,50 000 руб.,"10 Октября, в 13:38",https://gunsbroker.ru/hunting/900499_sayga-308-1.html,"Удмуртская Республика, Ижевск"
234,Вепрь 308 Супер 7.62x51 308win,50 000 руб.,"10 Октября, в 12:27",https://gunsbroker.ru/hunting/900480_vepr-308-super.html,Москва
235,Вепрь 308 СОК 95,95 000 руб.,"10 Октября, в 12:22",https://gunsbroker.ru/hunting/900477_vepr-308-sok-95.html,"Волгоградская область, Волгоград"
236,Лис-121 (Байкал),40 500 руб.,"10 Октября, в 12:18",https://gunsbroker.ru/hunting/784652_lis-121-baykal.html,"Тверская область, Калязин"
237,Орсис 140 в 308 калибре.,160 000 руб.,"10 Октября, в 12:11",https://gunsbroker.ru/hunting/895617_orsis-140-v-308-kalibre.html,"Самарская область, Тольятти"
238,Лось 145 Тактика,95 000 руб.,"10 Октября, в 11:39",https://gunsbroker.ru/hunting/858980_los-145-taktika.html,"Свердловская область, Екатеринбург"
239,Arttech Prima 308 win,105 000 руб.,"10 Октября, в 11:31",https://gunsbroker.ru/hunting/876888_arttech-prima-308-win.html,Москва
240,Артеч Прима,95 000 руб.,"10 Октября, в 11:24",https://gunsbroker.ru/hunting/900455_artech-prima.html,"Москва, Муром"
241,Sureshot Spear 308Win,390 000 руб.,"10 Октября, в 11:04",https://gunsbroker.ru/hunting/891629_sureshot-spear-308win.html,Санкт-Петербург
242,Тикка Т3 Хантер LH,300 000 руб.,"10 Октября, в 10:24",https://gunsbroker.ru/hunting/699266_tikka-t3-hanter-lh.html,"Воронежская область, Россошь"
243,Вепрь сок 95 win,85 000 руб.,"10 Октября, в 10:21",https://gunsbroker.ru/hunting/900440_vepr-sok-95-win.html,"Тверская область, Тверь"
244,Franchi horizon,200 000 руб.,"10 Октября, в 09:58",https://gunsbroker.ru/hunting/881324_franchi-horizon.html,"город Севастополь, Севастополь"
245,Пулемет МГ-53,1 300 000 руб.,"10 Октября, в 07:36",https://gunsbroker.ru/hunting/757524_pulemet-mg-53.html,"Приморский край, Владивосток"
246,Дтк.,16 900 руб.,"10 Октября, в 07:05",https://gunsbroker.ru/hunting/883309_dtk.html,"Тамбовская область, Моршанск"
247,MONZA 308WIN,89 500 руб.,"10 Октября, в 07:03",https://gunsbroker.ru/hunting/780611_monza-308win.html,"Владимирская область, Кольчугино"
248,Browning Bar 2 Short Trac Composite Браунинг Бар,400 000 руб.,"10 Октября, в 04:22",https://gunsbroker.ru/hunting/782945_browninig-bar-2-shot-track-composit.html,"Новосибирская область, Новосибирск"
249,"AR10, STM-308",520 000 руб.,"10 Октября, в 03:55",https://gunsbroker.ru/hunting/879226_ar10-stm-308.html,"Иркутская область, Иркутск"
250,TikkaT3 Hunter 308,335 000 руб.,"10 Октября, в 03:30",https://gunsbroker.ru/hunting/803086_tikkat3-hunter-308.html,"Иркутская область, Иркутск"
251,Винтовка :Ⓜ️Blaser Repetierbuchse R93  308 Win + загонник : MeoStar R2 1-6×24 RD,1 250 000 руб.,"10 Октября, в 03:27",https://gunsbroker.ru/hunting/702957_vintovka-blaser-repetierbuchse-r93-308-win--zagonnik--meostar-r2-1-624-rd.html,"Иркутская область, Иркутск"
252,Винтовка  Sako 85 Varmint S 308win Laminated L-610 комплект,1 050 000 руб.,"10 Октября, в 03:11",https://gunsbroker.ru/hunting/561362_karabin-sako-85-varmint-s-308win-laminated-l-610-komplekt.html,"Иркутская область, Ангарск"
253,Лис 121 308vin,35 000 руб.,"10 Октября, в 01:40",https://gunsbroker.ru/hunting/893116_lis-121-308vin.html,"Ивановская область, Кинешма"
254,Вепрь хантер 308win,50 000 руб.,"10 Октября, в 01:21",https://gunsbroker.ru/hunting/900380_vupr-hanter-308win.html,"Брянская область, Брянск"
255,Карабин Tikka T3x Battue Lite 308Win WS 510мм Новое состояние,319 000 руб.,"9 Октября, в 23:55",https://gunsbroker.ru/hunting/740353_karabin-tikka-t3x-battue-lite-308win-ws-510mm.html,"Республика Татарстан, Казань"
256,Лось-145…308 WiN,125 000 руб.,"9 Октября, в 22:18",https://gunsbroker.ru/hunting/873398_los-145308-win.html,"Республика Дагестан, Хасавюрт"
257,ATA ARMS TURQUA PT WALNUT к. 308 WIN,162 490 руб.,"9 Октября, в 21:36",https://gunsbroker.ru/hunting/776567_ata-arms-turqua-pt-walnut-k-308-win.html,Воронежская область
258,Howa 1500,280 000 руб.,"9 Октября, в 19:55",https://gunsbroker.ru/hunting/862646_howa-1500.html,Москва
259,"ВПО - 127 ,308 Win",90 000 руб.,"9 Октября, в 19:52",https://gunsbroker.ru/hunting/812412_sayga-20-magaziny.html,Москва
260,Baikal 145 Лось .308 Win. 550 мм; Орех; шаг нарезов 255,110 000 руб.,"9 Октября, в 19:45",https://gunsbroker.ru/hunting/843741_baikal-145-los-308-win-550-mm-oreh-shag-narezov-255.html,"Москва, Серпухов"
261,"Remington 700 XCR Compact Tactical 20""",250 000 руб.,"9 Октября, в 17:42",https://gunsbroker.ru/hunting/874637_karabin-remington-700-xcr-compact-tactical-20.html,"Красноярский край, Красноярск"
262,Browning Safari с пламягасителем,325 000 руб.,"9 Октября, в 17:14",https://gunsbroker.ru/hunting/900262_browning-safari-s-plamyagasitelem.html,"Алтайский край, Барнаул"
263,"Вепрь308, оптикаПСО1",50 000 руб.,"9 Октября, в 16:38",https://gunsbroker.ru/hunting/878907_vepr308-optikapso1.html,"Забайкальский край, Чита"
264,ложи Blaser R8 Ultimate XXX кожа/ эластомер с рег щекой и амортизатором CARBON ATZL!!!,630 000 руб.,"9 Октября, в 16:36",https://gunsbroker.ru/hunting/641486_blaser-r8-ultimate-loji-kubiki-i-proch.html,Москва
265,Карабин Хеклер Кох SL8,350 000 руб.,"9 Октября, в 16:12",https://gunsbroker.ru/hunting/900239_karabin-hekler-koh-sl8.html,Москва
266,Baikal 145 Лось 308 Win (НОВЫЙ) +7 (495) 761-55-45,116 900 руб.,"9 Октября, в 15:46",https://gunsbroker.ru/hunting/876100_baikal-145-los-308-win-novyy-7-495-761-55-45.html,"Московская область, Реутов"
267,Карабин Sako 85 Black Bear .308Win,450 000 руб.,"9 Октября, в 13:09",https://gunsbroker.ru/hunting/875922_karabin-sako-85-black-bear-308win.html,"Красноярский край, Красноярск"
268,CZ550 standart 308Win,125 000 руб.,"9 Октября, в 12:00",https://gunsbroker.ru/hunting/900144_cz550-standart-308win.html,"Приморский край, Владивосток"
269,Remington r-25,350 000 руб.,"9 Октября, в 11:15",https://gunsbroker.ru/hunting/267440_remington-r-25.html,"Архангельская область, Северодвинск"
270,Remington 700 vls,250 000 руб.,"9 Октября, в 11:15",https://gunsbroker.ru/hunting/267445_remington-700-vls.html,"Архангельская область, Северодвинск"
271,Zoli Taiga к. 308Win,209 000 руб.,"9 Октября, в 10:45",https://gunsbroker.ru/hunting/549327_zoli-taiga-k-308win.html,"ХМАО - Югра, Сургут"
272,Карабин Ata Arms 308Win ALR Desert Sand,200 000 руб.,"9 Октября, в 09:49",https://gunsbroker.ru/hunting/900107_karabin-ata-arms-308win-alr-desert-sand.html,"Приморский край, Владивосток"
273,Карабин Лось 308 win,5 000 руб.,"9 Октября, в 09:36",https://gunsbroker.ru/hunting/900100_karabin-los-308-win.html,"Сахалинская область, Ноглики"
274,Heckler koch MR308,830 000 руб.,"9 Октября, в 07:33",https://gunsbroker.ru/hunting/900083_heckler-koch-mr308.html,Иркутская область
275,Блейзер R8 308win,950 000 руб.,"8 Октября, в 22:18",https://gunsbroker.ru/hunting/900034_bleyzer-r8-308win.html,"Ленинградская область, Гатчина"
276,ORSIS SE SR (ОРСИС Т-5000),695 000 руб.,"8 Октября, в 22:15",https://gunsbroker.ru/hunting/825761_orsis-se-sr-orsis-t-5000.html,"город Севастополь, Севастополь"
277,Доп ствол Blaser R93 308 win,300 000 руб.,"8 Октября, в 19:44",https://gunsbroker.ru/hunting/899988_dop-stvol-blaser-r93-308-win.html,"Москва, Елино"
278,Browwning bar MK3,400 000 руб.,"8 Октября, в 18:53",https://gunsbroker.ru/hunting/899964_browwning-bar-mk3.html,Москва
279,Сайга 308,90 000 руб.,"8 Октября, в 18:42",https://gunsbroker.ru/hunting/894813_sayga-308.html,Москва
280,"Тигр-01, кал. 7,62х54, (пр/щ, плс, камуфляж, КРИПТЕК черн, 530мм",143 900 руб.,"8 Октября, в 18:16",https://gunsbroker.ru/hunting/848954_tigr-01-kal-762h54-prshch-pls-kamuflyaj-kriptek-chern-530mm.html,Москва
281,Молот 308 (500),168 000 руб.,"8 Октября, в 17:54",https://gunsbroker.ru/hunting/839992_molot-308-500.html,Москва
282,ХЕЙМ HEYM 308 WIN ДОП СТВОЛ 9.3 Х 62,390 000 руб.,"8 Октября, в 17:47",https://gunsbroker.ru/hunting/872863_remen-dlya-orujiya-rezerva-riserva.html,Москва
283,МР-121 ЛИС 308 Win.,39 900 руб.,"8 Октября, в 17:20",https://gunsbroker.ru/hunting/899937_mr-121-lis-308-win.html,Москва
284,Remington 7600 В продаже.,125 000 руб.,"8 Октября, в 17:15",https://gunsbroker.ru/hunting/793710_remington-7600.html,"Нижегородская область, Нижний Новгород"
285,Иж-18мн,35 000 руб.,"8 Октября, в 17:09",https://gunsbroker.ru/hunting/817216_ij-18mn.html,"Республика Бурятия, Улан-удэ"
286,карабин SAVAGE MSR-10 CAL: MULTI 308,400 000 руб.,"8 Октября, в 16:36",https://gunsbroker.ru/hunting/863638_karabin-savage-msp-10-cal-multi-308.html,"Ленинградская область, пикалево"
287,"Карабин ВПО-114 ""Егерь"", ложе Рогдица",250 000 руб.,"8 Октября, в 16:01",https://gunsbroker.ru/hunting/804732_vpo-114-loje-rogdica.html,"Ярославская область, Ярославль"
288,Вепрь 308  СОК-95с,80 000 руб.,"8 Октября, в 15:36",https://gunsbroker.ru/hunting/783839_vepr-308.html,"Ростовская область, Ростов на Дону"
289,POF 308 HOG,1 700 000 руб.,"8 Октября, в 15:35",https://gunsbroker.ru/hunting/872033_pof-308-hog.html,Москва
290,Mauser m 18,280 000 руб.,"8 Октября, в 13:43",https://gunsbroker.ru/hunting/876637_mauser-m-18.html,"Смоленская область, Смоленск"
291,Карабин TIKKA T3X Tact A1 Synthetic FS кал. 308 Win (НОВЫЙ),700 000 руб.,"8 Октября, в 12:12",https://gunsbroker.ru/hunting/890406_karabin-tikka-t3x-tact-a1-synthetic-fs-kal-308-win-novyy.html,москва
292,Ata Arms TURQUA PT Laminated 308win,145 000 руб.,"8 Октября, в 11:45",https://gunsbroker.ru/hunting/646065_ata-arms-turqua-pt-laminated-308win.html,"Кабардино-Балкарская Республика, Нальчик"
293,Карабин Ata Arms Turqua Synthetic Black 308 Win,125 000 руб.,"8 Октября, в 10:39",https://gunsbroker.ru/hunting/899788_karabin-ata-arms-turqua-synthetic-black-308-win.html,"Красноярский край, Енисейск"
294,Карабин Sabatti Rover Scout кал 308 Win(7.62x51),165 000 руб.,"8 Октября, в 10:21",https://gunsbroker.ru/hunting/880380_karabin-sabatti-rover-scout-kal-308-win762x51.html,"Костромская область, kostroma"
295,Baikal 145 Лось Новый,114 000 руб.,"8 Октября, в 09:00",https://gunsbroker.ru/hunting/618974_baikal-145-los.html,"Удмуртская Республика, Ижевск"
296,"Сайга-308-1, исп.46",73 000 руб.,"8 Октября, в 09:00",https://gunsbroker.ru/hunting/795500_sayga-308-1-isp46.html,"Удмуртская Республика, Ижевск"
297,Sabatti St-18 308Win,300 000 руб.,"8 Октября, в 08:36",https://gunsbroker.ru/hunting/381235_sabatti-st-18-308win.html,"Московская область, Мытищи"
298,Сайга 308-1 ствол 555,50 000 руб.,"8 Октября, в 07:58",https://gunsbroker.ru/hunting/749660_sayga-308-1-stvol-555.html,"Иркутская область, г Иркутск"
299,"Карабин Сайга 308-1 308Win 7,62х51 (исп.61, L=555, плс,ДТ,мг8-2)",72 290 руб.,"8 Октября, в 06:57",https://gunsbroker.ru/hunting/742985_karabin-sayga-308-1-308win-762h51-isp61-l555-plsdtmg8-2-20992460.html,"Астраханская область, Ахтубинск"
300,Вепрь 308,70 000 руб.,"8 Октября, в 05:17",https://gunsbroker.ru/hunting/841820_vepr-308.html,"Республика Хакасия, Абакан"
301,Remington Woodmaster 750 пластик 308 win.,110 000 руб.,"8 Октября, в 05:09",https://gunsbroker.ru/hunting/600140_remington-woodmaster-750-plastik-308-win.html,"Оренбургская область, Орск"
302,ORSIS T5000,780 000 руб.,"8 Октября, в 03:49",https://gunsbroker.ru/hunting/778179_orsis-t5000.html,"Хабаровский край, Хабаровск"
303,Продам Blaser R8 в кал.308win,799 000 руб.,"7 Октября, в 23:18",https://gunsbroker.ru/hunting/722432_prodam-blaser-r8-v-kal308win-i-9-3h62.html,"Ростовская область, Таганрог"
304,ДТК 15/1 МОК,18 000 руб.,"7 Октября, в 21:24",https://gunsbroker.ru/hunting/890745_dtk-zakrytogo-tipa-mok.html,Москва
305,Antonio Zoli Taiga,120 000 руб.,"7 Октября, в 18:14",https://gunsbroker.ru/hunting/899577_antonio-zoli-taiga.html,"Самарская область, Самара"
306,вепрь супер 308,85 000 руб.,"7 Октября, в 18:04",https://gunsbroker.ru/hunting/899575_vepr-super-308.html,"Кемеровская область, Кемерово"
307,Steyr Mannlicher scout,350 000 руб.,"7 Октября, в 17:55",https://gunsbroker.ru/hunting/825380_steyr-mannlicher-scout.html,"Иркутская область, Иркутск"
308,Тоз-109,85 000 руб.,"7 Октября, в 17:47",https://gunsbroker.ru/hunting/714316_toz-109.html,"Нижегородская область, Нижний Новгород"
309,Сайга 308 исп 46,55 000 руб.,"7 Октября, в 16:57",https://gunsbroker.ru/hunting/899551_sayga-308-isp-46.html,"Красноярский край, гУяр"
310,Blaser r93,900 000 руб.,"7 Октября, в 16:35",https://gunsbroker.ru/hunting/899541_blaser-r93.html,"Новгородская область, Боровичи"
311,МР-145 Лось хром. Криптек  Win 308 L-550.,139 900 руб.,"7 Октября, в 16:12",https://gunsbroker.ru/hunting/842873_mr-145-los-hromwin-308-l-550.html,Москва
312,cz 550 lux siberian edition,150 000 руб.,"7 Октября, в 15:54",https://gunsbroker.ru/hunting/869148_cz-550-lux-siberian-edition.html,Приморский край
313,BENELLI WILD 308 Win,320 000 руб.,"7 Октября, в 15:52",https://gunsbroker.ru/hunting/899389_benelli-wild-308-win.html,"Воронежская область, Воронеж"
314,Вепрь 308 7.62х51,75 000 руб.,"7 Октября, в 14:55",https://gunsbroker.ru/hunting/874650_vepr-308-762h51.html,"Вологодская область, с. Им. И. В. Бабушкина"
315,Сайга 308,80 000 руб.,"7 Октября, в 14:03",https://gunsbroker.ru/hunting/854504_sayga-308.html,Москва
316,"Карабин Sabatti ROVER CUSTOM , кал. 308 Win, дерево, (630 мм) новый",169 000 руб.,"7 Октября, в 13:08",https://gunsbroker.ru/hunting/635981_karabin-sabatti-rover-custom-kal-308-win-derevo-630-mm.html,"Челябинская область, Челябинск"
